67,C9,BBF10K_000004,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,C9
68,D9,BBF10K_000330,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,D9
69,E9,BBF10K_000235,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,E9
70,F9,BBF10K_000373,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,F9
71,G9,BBF10K_000295,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,G9
72,H9,BBF10K_000390,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,H9
73,A10,BBF10K_000176,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,A10
74,B10,BBF10K_000225,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,B10
75,C10,BBF10K_000314,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,C10
76,D10,BBF10K_000375,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,D10
77,E10,BBF10K_000097,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,E10
78,F10,BBF10K_000326,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,F10
79,G10,BBF10K_000353,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,G10
80,H10,BBF10K_000282,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,H10
81,A11,BBF10K_000052,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,A11
82,B11,BBF10K_000124,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,B11
83,C11,BBF10K_000315,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,C11
84,D11,BBF10K_000192,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,D11
85,E11,BBF10K_000242,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,E11
86,F11,BBF10K_000350,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,F11
87,G11,BBF10K_000370,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,G11
88,H11,BBF10K_000360,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,H11
89,A12,BBF10K_000288,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,A12
90,B12,BBF10K_000380,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,B12
91,C12,BBF10K_000036,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,C12
92,D12,BBF10K_000136,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,D12
93,E12,BBF10K_000327,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,E12
94,F12,BBF10K_000212,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,F12
95,G12,BBF10K_000068,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,G12
96,H12,BBF10K_000387,Bacterial Culture,,3000,M13 Forward (-20),,Non-Premix,,No,,H12
Reaction #,Well,Template Name,Template Type,Template Conc (ng/ul),Template Size (bp),Primer Name,Primer Conc (uM),Premix?          ,Preferred Annealling Temp. (oC),GC Rich?,,Well
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,, 
